7zip 25.01-1
reflector 2023-3
repo 2.58-1
rev-plugins 0.8.1-3
rhash 1.4.6-1
ripgrep 15.1.0-1
ripgrep-all 0.10.10-1
riscv64-linux-gnu-binutils 2.44-2
riscv64-linux-gnu-gcc 15.1.0-2
riscv64-linux-gnu-glibc 2.41-2
riscv64-linux-gnu-linux-api-headers 6.10-2
rnnoise 1:0.2-1
rockyou 1.2-1
rofi 2.0.0-1
rogue 5.4.4-7
ropgadget 7.6-1
rpcbind 1.2.8-1
rpm-sequoia 1.9.0-1
rpm-tools 4.20.1-2
rsync 3.4.1-2
rtkit 0.13-3
rtl-sdr 1:2.0.2-1
rtmpdump 1:2.4.r105.6f6bb13-1
rubberband 4.0.0-1
ruby 3.4.7-2
ruby-abbrev 0.1.2-1
ruby-arr-pm 0.0.11-1
ruby-backports 3.21.0-1
ruby-base64 0.3.0-1
ruby-bigdecimal 3.3.1-1
ruby-bindata 2.5.1-2
ruby-bundled-gems 3.4.7-2
ruby-bundler 2.7.2-1
ruby-cabin 0.8.1-2
ruby-childprocess 5.1.0-3
ruby-clamp 1.2.1-1
ruby-csv 3.3.5-1
ruby-debug 1.11.0-1
ruby-default-gems 3.4.7-2
ruby-diff-lcs 1.6.2-1
ruby-drb 2.2.3-1
ruby-elftools 1.2.0-5
ruby-erb 4.0.4-9
ruby-ffi 1.17.2-1
ruby-getoptlong 0.2.1-1
ruby-git 1.9.1-3
ruby-io-like 0.3.1-1
ruby-irb 1.14.3-4
ruby-manpages 0.6.1-8
ruby-matrix 0.4.3-1
ruby-minitar 0.9-9
ruby-minitest 5.26.1-1
ruby-mize 0.6.1-1
ruby-mutex_m 0.3.0-2
ruby-net-ftp 0.3.9-1
ruby-net-imap 0.5.12-1
ruby-net-pop 0.1.2-5
ruby-net-smtp 0.5.1-1
ruby-nkf 0.2.0-2
ruby-observer 0.1.2-3
ruby-optimist 3.1.0-5
ruby-paint 2.3.0-6
ruby-power_assert 2.0.5-4
ruby-prime 0.1.4-1
ruby-racc 1.8.1-2
ruby-rainbow 3.1.1-5
ruby-rake 13.3.1-1
ruby-rbs 3.8.0-2
ruby-rchardet 1.8.0-2
ruby-rdoc 6.14.0-1
ruby-repl_type_completor 0.1.12-1
ruby-resolv-replace 0.1.1-2
ruby-rexml 3.4.4-1
ruby-rinda 0.2.0-2
ruby-rspec 3.13.2-1
ruby-rspec-core 3.13.6-1
ruby-rspec-expectations 3.13.5-1
ruby-rspec-mocks 3.13.5-1
ruby-rspec-support 3.13.6-1
ruby-rss 0.3.1-4
ruby-stdlib 3.4.7-2
ruby-sync 0.5.0-10
ruby-syslog 0.3.0-2
ruby-term-ansicolor 1.11.3-1
ruby-test-unit 3.7.1-1
ruby-tins 1.47.0-1
ruby-typeprof 0.30.1-2
ruby-webrick 1.9.1-4
ruby-xz 1.0.0-1
ruby-yard 0.9.34-5
ruby2.7 2.7.8-1
rubygems 3.6.9-1
run-parts 5.23.2-1
runc 1.3.3-1
rust 1:1.91.1-2
rutabaga-ffi 0.1.75-1
sage-data-combinatorial_designs 20140630-6
sage-data-conway_polynomials 0.5-5
sage-data-elliptic_curves 0.8.1-4
sage-data-graphs 20210214-3
sage-data-polytopes_db 20170220-4
sagemath 10.7-5
samba 2:4.23.3-2
samurai 1.2-3
sane 1.4.0-1
savvycan 1:V213-1
sbc 2.1-1
scala 2.13.8-1
scapy 2.6.1-1
scons 4.10.1-1
scour 0.38.2-5
scratch 1.4.0.7-8
screen 5.0.1-3
screenfetch 3.9.9-1
scrot 1.12.1-1
sdl12-compat 1.2.68-2
sdl2-compat 2.32.58-1
sdl2_image 2.8.8-1
sdl2_mixer 2.8.1-2
sdl2_ttf 2.24.0-2
sdl3 3.2.26-1
sdl3_ttf 3.2.2-1
sdl_image 1.2.12-9
sdl_mixer 1.2.12-13
sdl_net 1.2.8-6
sdl_sound 1.0.3-13
sdl_ttf 2.0.11-8
seabios 1.17.0-2
sed 4.9-3
semver 7.7.3-1
sequoia-sqv 1.3.0-1
serd 0.32.6-1
serf 1.3.10-2
sgml-common 0.6.3-9
shaderc 2025.4-2
shadow 4.18.0-1
shared-mime-info 2.4-2
shellcheck 0.11.0-71
shiboken6 6.10.0-3
shotcut 25.10.31-1
shotwell 2:0.32.14-1
signal-desktop 7.80.0-1
signon-kwallet-extension 25.08.3-1
signon-plugin-oauth2 0.25-3
signon-ui 0.17+20231016-3
signond 8.61-3
sigrok-cli 0.7.2-3
sigrok-firmware-fx2lafw 0.1.7-1
simde 0.8.2-1
simdjson 1:4.2.2-1
simplescreenrecorder 0.4.4-2
singular 4.4.1-4
slack-desktop 4.10.0-1
slang 2.3.3-4
sleuthkit 4.14.0-1
sleuthkit-java 4.9.0-1
slimit 0.8.1-9
slop 7.7-2
smali 2.5.2-2
smartmontools 7.5-1
smbclient 2:4.23.3-2
smpeg 2.0.0-2
snapd 2.48.2-1
snappy 1.2.2-2
sndio 1.10.0-1
soapyhackrf 0.3.4-2
soapyrtlsdr 0.3.3-3
soapysdr 0.8.1-6
socat 1.8.0.3-2
sof-firmware 2025.05.1-1
solana-bin 1.7.17-1
solid 6.20.0-1
solid5 5.116.0-2
solidity 0.8.18-1
sonic-visualiser 5.2.1-2
sonnet 6.20.0-1
sonnet5 5.116.0-2
sorcer 1.1.3-6
sord 0.16.20-1
sound-theme-freedesktop 0.8-6
soundtouch 2.4.0-1
source-highlight 3.1.9-16
sox 14.7.0-1
spandsp 0.0.6-6
spdlog 1.16.0-1
speex 1.2.1-2
speexdsp 1.2.1-2
spice 0.16.0-2
spice-protocol 0.14.5-1
spirv-tools 1:1.4.328.1-1
spotify-launcher 0.6.3-2
spotify-tui 0.22.0-1
sqlite 3.51.0-1
sqlmap 1.9.4-2
squashfs-tools 4.7.4-1
squeak-vm 4.10.2.2614-7
sratom 0.6.20-1
srt 1.5.4-1
sshfs 3.7.3-3
sshpass 1.10-2
startup-notification 0.12-9
stderred-git v1.0.r41.g2c41540-1
steamcmd latest-3
sthttpd 2.27.1-4
stk 5.0.1-3
stow 2.4.1-1
strace 6.17-1
stunnel 5.76-1
subversion 1.14.5-4
sudo 1.9.17.p2-1
suil 0.10.24-1
suitesparse 7.12.1-1
svt-av1 3.1.2-1
svt-hevc 1.5.1-3
sweep 0.9.3-6
swh-plugins 0.4.17-7
swig 4.4.0-1
symmetrica 3.1.0-1
sympow 2.023.7-1
syndication 6.20.0-1
syndication5 5.116.0-2
syntax-highlighting 6.20.0-1
syntax-highlighting5 5.116.0-2
synthv1 1.3.2-3
synthv1-lv2 1.3.2-3
synthv1-standalone 1.3.2-3
sysfsutils 2.1.1-2
sysstat 12.7.8-1
systemd 258.2-2
systemd-libs 258.2-2
systemd-sysvcompat 258.2-2
syzkaller-git r5964.0655e081f-1
t1lib 5.1.2-8
t1utils 1.42-3
tachyon 0.99.5-2
taglib 2.1.1-1
taglib1 1.13.1-2
tailscale 1.90.8-1
talkfilters 2.3.8-7
talloc 2.4.3-1
tamsyn-font 1.11-6
tap-plugins 1.0.1-2
tar 1.35-2
tcl 8.6.16-1
tcpdump 4.99.5-1
tcpflow 1.6.1-2
tdb 1.4.14-1
telegram-desktop 6.3.3-1
tensorboard 2.20.0-1
tensorflow 2.20.0-3
terminus-font 4.49.1-8
tesseract 5.5.1-2
tesseract-data-afr 2:4.1.0-4
tesseract-data-osd 2:4.1.0-4
testdisk 7.2-2
tevent 1:0.17.1-1
tex-gyre-fonts 2.501-3
texinfo 7.2-1
texlive-basic 2025.2-2
texlive-bibtexextra 2025.2-2
texlive-bin 2025.2-3
texlive-binextra 2025.2-2
texlive-fontsextra 2025.2-2
texlive-fontsrecommended 2025.2-2
texlive-formatsextra 2025.2-2
texlive-langchinese 2025.2-2
texlive-langcjk 2025.2-2
texlive-langcyrillic 2025.2-2
texlive-langgreek 2025.2-2
texlive-langjapanese 2025.2-2
texlive-langkorean 2025.2-2
texlive-latex 2025.2-2
texlive-latexextra 2025.2-2
texlive-latexrecommended 2025.2-2
texlive-mathscience 2025.2-2
texlive-pictures 2025.2-2
texlive-plaingeneric 2025.2-2
texlive-publishers 2025.2-2
texmacs 2.1.1-1
the_silver_searcher 2.2.0-3
thefuck 3.32-11
thin-provisioning-tools 1.3.1-1
thinkalert 0.1-2
thinkfinger 0.3-9
threadweaver 6.20.0-1
threadweaver5 5.116.0-2
threejs-sage 1:r124-4
thrift 0.22.0-4
throttled 0.10.0-4
tidy 5.8.0-3
timidity++ 2.15.0-12
tinysparql 3.10.1-2
tk 8.6.16-1
tlp 1.8.0-1
tlp-rdw 1.8.0-1
tmon 6.17-2
tmux 3.5_a-1
tomlplusplus 3.4.0-1
tor 0.4.8.21-1
torsocks 2.4.0-1
totem-pl-parser 3.26.6+r30+g51b8439-2
tpb 0.6.4-2
tpm2-tss 4.1.3-1
traceroute 2.1.6-1
trash-cli 0.24.5.26-2
tree 2.2.1-1
tree-sitter 0.25.10-1
tree-sitter-bash 0.25.0-1
tree-sitter-c 0.24.1-1
tree-sitter-lua 0.4.0-1
tree-sitter-markdown 0.5.1-1
tree-sitter-python 0.25.0-1
tree-sitter-query 0.7.0-1
tree-sitter-vim 0.7.0-1
tree-sitter-vimdoc 4.0.0-1
treeify r7958.90292b20-3
trizen 1:1.63-1
tslib 1.24-1
ttf-anonymous-pro 1.003-8
ttf-arphic-ukai 0.2.20080216.2-3
ttf-arphic-uming 0.2.20080216.2-3
ttf-baekmuk 2.2-14
ttf-bitstream-vera 1.10-16
ttf-caladea 20200113-4
ttf-carlito 20230509-2
ttf-cascadia-code 2407.24-2
ttf-cormorant 3.609-2
ttf-croscore 20220810-3
ttf-dejavu 2.37+18+g9b5d1b2f-7
ttf-droid 20121017-11
ttf-fantasque-sans-mono 1.8.0-3
ttf-fira-code 6.2-2
ttf-fira-mono 2:3.206-4
ttf-fira-sans 1:4.301-2
ttf-gentium-plus 6.200-5
ttf-hack 3.003-7
ttf-hanazono 20170904-5
ttf-hannom 2005-6
ttf-ibm-plex 6.4.0-1
ttf-inconsolata 1:3.000-5
ttf-indic-otf 0.2-12
ttf-ionicons 7.1.2-1
ttf-jetbrains-mono 2.304-2
ttf-joypixels 8.0.0-2
ttf-junicode 2.222-1
ttf-khmer 5.0-8
ttf-lato 2.015-5
ttf-liberation 2.1.5-2
ttf-linux-libertine 5.3.0-10
ttf-linux-libertine-g 20120116-8
ttf-ms-fonts 2.0-12
ttf-nerd-fonts-symbols 3.4.0-1
ttf-nerd-fonts-symbols-common 3.4.0-1
ttf-opensans 3.003-1
ttf-proggy-clean 1.1.7-1
ttf-roboto 3.013-1
ttf-roboto-mono 3.001-1
ttf-sazanami 20040629-11
ttf-tibetan-machine 1.901-12
ttf-ubuntu-font-family 1:0.83-2
ttf-vlgothic 20230918-2
turbostat 6.17-2
twolame 0.4.0-4
typescript 5.9.3-1
tzdata 2025b-1
uchardet 0.0.8-3
ucl 1.03-9
udisks2 2.11.0-1
uglify-js 3.19.3-1
umockdev 0.19.1-1
unibilium 2.1.2-1
unicorn 2.1.4-1
unixodbc 2.3.14-1
unrar 1:7.2.2-1
unrtf 0.21.10-3
unzip 6.0-23
upower 1.90.10-1
upx 5.0.2-3
urh 2.9.8-2
usbip 6.17-2
usbmuxd 1.1.1-4
usbredir 0.15.0-1
usbutils 019-1
usleep 1.0-7
uthash 2.3.0-2
util-linux 2.41.2-1
util-linux-libs 2.41.2-1
v4l-utils 1.32.0-1
v4l2loopback-dkms 0.15.2-1
vala 0.56.18-5
valgrind 3.25.1-3
vamp-plugin-sdk 2.10.0-3
vapoursynth 72-1
vbindiff 3.0_beta5-3
vco-plugins 0.3.0-7
vde2 2.3.3-8
ventoy-bin 1.1.05-1
verdict 1.4.4-1
vid.stab 1.1.1-2
vim 9.1.1908-1
vim-airline-themes r1435.97cf3e6-3
vim-runtime 9.1.1908-1
virglrenderer 1.2.0-1
virtiofsd 1.13.2-1
virtualbox 7.2.4-1
virtualbox-guest-iso 7.2.4-1
virtualbox-host-dkms 7.2.4-1
virtualbox-sdk 7.2.4-1
virtualgl 3.1.4-1
vlc 3.0.21-31
vlc-cli 3.0.21-31
vlc-gui-qt 3.0.21-31
vlc-plugin-a52dec 3.0.21-31
vlc-plugin-alsa 3.0.21-31
vlc-plugin-archive 3.0.21-31
vlc-plugin-dav1d 3.0.21-31
vlc-plugin-dbus 3.0.21-31
vlc-plugin-dbus-screensaver 3.0.21-31
vlc-plugin-faad2 3.0.21-31
vlc-plugin-flac 3.0.21-31
vlc-plugin-gnutls 3.0.21-31
vlc-plugin-inflate 3.0.21-31
vlc-plugin-journal 3.0.21-31
vlc-plugin-jpeg 3.0.21-31
vlc-plugin-lua 3.0.21-31
vlc-plugin-mpg123 3.0.21-31
vlc-plugin-ogg 3.0.21-31
vlc-plugin-opus 3.0.21-31
vlc-plugin-png 3.0.21-31
vlc-plugin-pulse 3.0.21-31
vlc-plugin-shout 3.0.21-31
vlc-plugin-speex 3.0.21-31
vlc-plugin-tag 3.0.21-31
vlc-plugin-theora 3.0.21-31
vlc-plugin-twolame 3.0.21-31
vlc-plugin-vorbis 3.0.21-31
vlc-plugin-vpx 3.0.21-31
vlc-plugin-xml 3.0.21-31
vlc-plugins-base 3.0.21-31
vlc-plugins-video-output 3.0.21-31
vmaf 3.0.0-1
vmware-keymaps 1.0-3
vmware-workstation 16.2.1-2
volatility3 2.26.2-1
volume_key 0.3.12-11
vte-common 0.82.2-1
vte3 0.82.2-1
vtk 9.5.2-7
vulkan-headers 1:1.4.328.1-1
vulkan-icd-loader 1.4.328.1-1
vulkan-mesa-device-select 1:25.2.7-1
vulkan-radeon 1:25.2.7-1
w3m 0.5.3.git20230713_1-1
wabt 1.0.39-1
wah-plugins 0.1.0-7
wasm-pack 0.13.1-1
wavpack 5.8.1-1
wayland 1.24.0-1
wayland-protocols 1.46-1
wdiff 1.2.2-5
webkit2gtk 2.50.2-1
webkit2gtk-4.1 2.50.2-1
webkitgtk-6.0 2.50.2-1
webp-pixbuf-loader 0.2.7-1
webrtc-audio-processing-0.3 0.3.1-6
webrtc-audio-processing-1 1.3-5
wemux-git 3.2.0.r14.g01c6541-1
wget 1.25.0-3
which 2.23-1
whois 5.6.5-1
wifite 2:2.7.0-3
wii-cmake 1.0.1-1
wii-examples 20250526-1
wii-pkg-config 0.28-5
wiiload 0.5.3-1
wildmidi 0.4.6-1
wimlib 1.14.4-2
wine-mono 10.3.0-1
wine-staging 10.19-1
winetricks 20250102-1
wireguard-tools 1.0.20250521-1
wireless_tools 30.pre9-4
wireshark-cli 4.6.1-1
wireshark-qt 4.6.1-1
wmctrl 1.07-6
woeusb 5.2.4-1
woff2 1.0.2-6
woff2-font-awesome 7.1.0-1
wolf-shaper 1.0.2-2
wolf-shaper-clap 1.0.2-2
wolf-shaper-dssi 1.0.2-2
wolf-shaper-lv2 1.0.2-2
wolf-shaper-standalone 1.0.2-2
wolf-shaper-vst 1.0.2-2
wolf-shaper-vst3 1.0.2-2
wolfssl 5.8.2-1
words 2.1-8
wpa_supplicant 2:2.11-3
wpebackend-fdo 1.16.1-1
wqy-bitmapfont 1.0.0RC1-6
wqy-microhei 0.2.0_beta-12
wqy-microhei-lite 0.2.0_beta-11
wqy-zenhei 0.9.45-10
wscat 5.2.0-2
wxwidgets-common 3.2.8.1-2
wxwidgets-gtk3 3.2.8.1-2
x264 3:0.165.r3222.b35605a-2
x265 4.1-1
x86_energy_perf_policy 6.17-2
xapps-git 1.6.9.r9.gd6203cb-2
xar 1.6.1-4
xautolock 2.2-7
xaw3d 1.6.6-1
xbindkeys 1.8.7-5
xbitmaps 1.1.3-2
xcb-imdkit 1.0.9-1
xcb-proto 1.17.0-3
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xcb-util-xrm 1.3-4
xclip 0.13-6
xcompmgr 1.1.10-2
xdg-dbus-proxy 0.1.6-1
xdg-desktop-portal 1.20.3-2
xdg-desktop-portal-gtk 1.15.3-1
xdg-user-dirs 0.19-2
xdg-user-dirs-gtk 0.14-1
xdg-utils 1.2.1-1
xdotool 3.20211022.1-2
xf86-input-evdev 2.11.0-1
xf86-input-libinput 1.5.0-1
xf86-input-synaptics 1.10.0-1
xfsprogs 6.17.0-2
xjadeo 0.8.15-1
xkeyboard-config 2.46-1
xmlsec 1.3.9-1
xmlto 0.0.29-1
xorg-bdftopcf 1.1.2-1
xorg-docs 1.7.3-2
xorg-font-util 1.4.1-2
xorg-font-utils 7.6-6
xorg-fonts-100dpi 1.0.4-3
xorg-fonts-75dpi 1.0.4-2
xorg-fonts-alias-100dpi 1.0.5-1
xorg-fonts-alias-75dpi 1.0.5-1
xorg-fonts-alias-cyrillic 1.0.5-1
xorg-fonts-alias-misc 1.0.5-1
xorg-fonts-cyrillic 1.0.4-2
xorg-fonts-encodings 1.1.0-1
xorg-fonts-misc 1.0.4-2
xorg-fonts-type1 1:1.0.4-2
xorg-iceauth 1.0.10-1
xorg-mkfontscale 1.2.3-1
xorg-server 21.1.20-1
xorg-server-common 21.1.20-1
xorg-server-devel 21.1.20-1
xorg-server-xephyr 21.1.20-1
xorg-server-xnest 21.1.20-1
xorg-server-xvfb 21.1.20-1
xorg-sessreg 1.1.4-1
xorg-setxkbmap 1.3.4-2
xorg-smproxy 1.0.8-1
xorg-util-macros 1.20.2-1
xorg-x11perf 1.7.0-1
xorg-xauth 1.1.4-1
xorg-xcmsdb 1.0.7-1
xorg-xcursorgen 1.0.9-1
xorg-xdpyinfo 1.4.0-1
xorg-xdriinfo 1.0.8-1
xorg-xev 1.2.6-1
xorg-xfontsel 1.1.1-1
xorg-xgamma 1.0.8-1
xorg-xhost 1.0.10-1
xorg-xinit 1.4.4-1
xorg-xinput 1.6.4-2
xorg-xkbcomp 1.4.7-1
xorg-xkbevd 1.1.6-1
xorg-xkbutils 1.0.6-1
xorg-xkill 1.0.6-2
xorg-xlsatoms 1.1.4-2
xorg-xlsclients 1.1.5-2
xorg-xlsfonts 1.0.8-1
xorg-xmodmap 1.0.11-2
xorg-xpr 1.2.0-1
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.3-1
xorg-xrdb 1.2.2-2
xorg-xrefresh 1.1.0-1
xorg-xset 1.2.5-2
xorg-xsetroot 1.1.3-2
xorg-xvinfo 1.1.5-2
xorg-xwayland 24.1.9-1
xorg-xwd 1.0.9-2
xorg-xwininfo 1.1.6-2
xorg-xwud 1.0.7-1
xorgproto 2024.1-2
xosd 2.2.14-12
xournalpp 1.2.7-1
xpdf 4.05-1
xsel 1.2.1-2
xss-lock 0.3.0.r30.gac39fdc-1
xterm 403-1
xvidcore 1.3.7-3
xvkbd 3.8-1
xxhash 0.8.3-1
xz 5.8.1-1
yajl 2.1.0-6
yaml-cpp 0.8.0-2
yamllint 1.37.1-1
yara 4.5.4-1
yarn 1.22.22-2
yasm 1.3.0-9
yay 11.0.2-1
yelp 49.0-1
yelp-tools 42.1-2
yelp-xsl 49.0-1
youtube-dl 2021.12.17-2
yubico-c 1.13-7
yubico-c-client 2.15-6
yubico-pam 2.27-3
yubikey-full-disk-encryption r155.dcaac00-2
yubikey-manager 1:5.8.0-1
yubikey-manager-qt 1.2.5-2
yubikey-personalization 1.20.0-4
yubikey-personalization-gui 3.1.25-3
yubikey-touch-detector 1.13.0-2
z3 4.15.1-1
zbar 0.23.93-4
zdoom 2.8.1-5
zenity 4.2.1-1
zeromq 4.3.5-2
zimg 3.0.5-1
zip 3.0-11
zita-alsa-pcmi 0.6.1-2
zita-convolver 4.0.3-4
zita-resampler 1.11.2-2
zix 0.6.2-1
zlib 1:1.3.1-2
zlib-ng 2.2.5-1
zmusic 1.1.8-1
zn_poly 0.9.2-2
zoom 5.14.7-1
zrandr 0.3.2-1
zsh 5.9-5
zsh-autosuggestions 0.7.1-1
zsh-completions 0.35.0-3
zsh-doc 5.9-5
zsh-history-substring-search 1.1.0-2
zsh-lovers 0.11.0-1
zsh-syntax-highlighting 0.8.0-1
zshdb 1.1.4-1
zstd 1.5.7-2
zvbi 0.2.44-1
zxing-cpp 2.3.0-5
zziplib 0.13.80-1
zzuf 0.15-3
